Gender,HSC,SSC,Income,Hometown,Computer,Preparation,Gaming,Attendance,Job,English,Extra,Semester,Last,Overall,Treatment,Department_Computer Science and Engineering,Department_Economics,Department_Electrical and Electronic Engineering,Department_English,"Department_Journalism, Communication and Media Studies",Department_Law and Human Rights,Department_Political Science,Department_Public Health,Department_Sociology
1,5.0,5.0,0,0,3,1,2,2,0,5,1,10,3.62,3.6,1,True,False,False,False,False,False,False,False,False
1,3.92,3.94,1,1,5,1,2,2,0,3,1,9,3.64,3.6,1,True,False,False,False,False,False,False,False,False
1,3.67,4.44,3,0,5,1,2,2,0,3,1,6,3.63,3.6,1,True,False,False,False,False,False,False,False,False
1,5.0,5.0,2,1,4,2,1,3,1,5,1,4,3.66,3.61,1,True,False,False,False,False,False,False,False,False
0,4.16,4.67,2,1,3,1,2,3,0,3,1,10,3.66,3.62,1,True,False,False,False,False,False,False,False,False
1,4.83,5.0,1,1,3,1,2,2,0,3,1,2,3.63,3.63,1,True,False,False,False,False,False,False,False,False
0,4.25,5.0,1,1,5,1,2,2,0,3,1,2,3.63,3.63,1,True,False,False,False,False,False,False,False,False
1,4.5,5.0,1,0,3,0,1,3,0,4,0,11,3.88,3.64,0,True,False,False,False,False,False,False,False,False
1,3.5,4.72,3,1,3,1,2,2,0,3,1,2,3.64,3.64,1,True,False,False,False,False,False,False,False,False
0,3.75,5.0,0,0,5,1,0,3,0,4,1,11,3.71,3.65,1,True,False,False,False,False,False,False,False,False
0,5.0,5.0,2,1,3,1,0,3,1,3,0,4,3.6,3.65,1,True,False,False,False,False,False,False,False,False
1,4.42,5.0,3,1,4,1,2,3,0,4,0,10,3.53,3.67,1,True,False,False,False,False,False,False,False,False
1,4.5,5.0,2,1,5,1,1,2,0,3,0,10,3.5,3.67,1,True,False,False,False,False,False,False,False,False
1,4.42,5.0,2,0,5,1,2,2,0,5,1,10,3.55,3.67,1,True,False,False,False,False,False,False,False,False
1,3.17,4.31,3,0,4,1,1,2,0,3,0,9,3.5,3.67,1,True,False,False,False,False,False,False,False,False
0,3.67,4.38,2,0,3,1,2,3,0,4,0,8,3.52,3.67,1,True,False,False,False,False,False,False,False,False
1,3.83,4.94,2,1,4,1,1,2,0,3,0,8,3.51,3.67,1,True,False,False,False,False,False,False,False,False
1,4.33,5.0,3,0,4,1,2,3,0,4,0,8,3.52,3.67,1,True,False,False,False,False,False,False,False,False
1,4.5,5.0,0,0,3,1,1,2,0,3,0,6,3.5,3.67,1,True,False,False,False,False,False,False,False,False
1,4.08,5.0,3,1,5,1,1,2,0,3,0,6,3.5,3.67,1,True,False,False,False,False,False,False,False,False
1,5.0,5.0,0,1,5,1,1,2,0,3,0,5,3.5,3.67,1,True,False,False,False,False,False,False,False,False
0,5.0,5.0,3,1,5,1,2,3,0,3,1,2,3.68,3.68,1,True,False,False,False,False,False,False,False,False
1,4.42,5.0,0,0,3,2,1,3,0,2,1,2,3.69,3.69,1,True,False,False,False,False,False,False,False,False
1,4.17,5.0,1,0,3,2,1,3,0,2,1,2,3.69,3.69,1,True,False,False,False,False,False,False,False,False
1,4.0,4.0,2,0,4,2,1,3,0,3,1,10,4.0,3.7,1,True,False,False,False,False,False,False,False,False
1,4.17,5.0,2,1,4,1,1,3,1,4,1,10,1.82,3.7,1,True,False,False,False,False,False,False,False,False
0,4.25,3.75,1,1,5,1,2,2,0,3,1,10,3.18,3.7,1,True,False,False,False,False,False,False,False,False
1,3.14,4.44,2,1,5,1,2,2,0,3,1,10,3.2,3.7,1,True,False,False,False,False,False,False,False,False
0,3.19,4.81,0,0,4,1,2,3,0,4,0,9,3.16,3.7,1,True,False,False,False,False,False,False,False,False
0,4.0,5.0,1,0,5,1,2,2,0,5,1,8,3.19,3.7,1,True,False,False,False,False,False,False,False,False
1,4.17,5.0,3,1,3,1,2,2,0,3,1,7,3.17,3.7,1,True,False,False,False,False,False,False,False,False
0,3.8,4.78,3,0,4,1,2,2,0,4,0,6,3.19,3.7,1,True,False,False,False,False,False,False,False,False
1,3.75,4.78,3,1,4,1,2,2,0,4,0,5,3.17,3.7,1,True,False,False,False,False,False,False,False,False
1,4.5,5.0,3,1,3,0,2,3,0,5,1,5,4.0,3.7,0,True,False,False,False,False,False,False,False,False
1,4.17,4.95,0,0,3,0,1,3,0,3,0,2,3.7,3.7,0,True,False,False,False,False,False,False,False,False
1,4.67,4.5,1,0,3,0,1,3,0,3,0,2,3.7,3.7,0,True,False,False,False,False,False,False,False,False
1,5.0,5.0,0,0,3,1,2,3,0,3,0,2,3.71,3.71,1,True,False,False,False,False,False,False,False,False
1,5.0,5.0,2,0,4,1,2,3,0,3,1,10,3.73,3.71,1,True,False,False,False,False,False,False,False,False
1,3.33,4.75,3,0,4,1,2,3,0,4,0,9,3.73,3.71,1,True,False,False,False,False,False,False,False,False
1,3.58,4.78,2,0,3,1,2,3,0,4,0,7,3.74,3.71,1,True,False,False,False,False,False,False,False,False
1,4.42,4.81,0,0,4,1,2,3,0,4,0,10,3.68,3.74,1,True,False,False,False,False,False,False,False,False
0,4.5,5.0,1,0,1,1,2,3,0,5,1,10,3.68,3.74,1,True,False,False,False,False,False,False,False,False
1,5.0,5.0,2,0,4,1,1,3,0,3,0,10,3.85,3.74,1,True,False,False,False,False,False,False,False,False
0,5.0,5.0,2,0,4,1,1,3,0,4,0,10,3.85,3.74,1,True,False,False,False,False,False,False,False,False
0,4.0,4.44,1,1,4,1,2,3,0,4,0,9,3.66,3.74,1,True,False,False,False,False,False,False,False,False
1,3.4,4.0,1,0,3,2,1,3,0,2,1,9,3.7,3.74,1,True,False,False,False,False,False,False,False,False
1,3.58,4.5,3,0,3,1,2,3,0,5,1,8,3.67,3.74,1,True,False,False,False,False,False,False,False,False
0,4.67,5.0,3,1,5,1,1,3,1,2,0,8,3.87,3.74,1,True,False,False,False,False,False,False,False,False
1,4.08,5.0,3,1,5,1,2,3,0,3,1,6,3.66,3.74,1,True,False,False,False,False,False,False,False,False
1,3.83,4.83,3,0,1,1,2,3,0,5,1,3,3.67,3.74,1,True,False,False,False,False,False,False,False,False
0,4.0,5.0,1,0,3,1,1,3,0,3,0,11,3.9,3.75,1,True,False,False,False,False,False,False,False,False
0,4.0,5.0,0,0,4,0,2,3,0,5,0,11,3.61,3.75,0,True,False,False,False,False,False,False,False,False
1,4.25,5.0,0,0,4,0,2,2,0,4,0,10,4.0,3.75,0,True,False,False,False,False,False,False,False,False
1,5.0,5.0,1,1,3,0,2,3,0,5,1,9,4.0,3.75,0,True,False,False,False,False,False,False,False,False
1,3.42,5.0,2,0,4,0,2,3,0,5,1,9,4.0,3.75,0,True,False,False,False,False,False,False,False,False
1,4.08,4.39,2,0,5,0,2,3,0,5,1,5,4.0,3.75,0,True,False,False,False,False,False,False,False,False
1,4.0,4.36,3,0,3,0,2,3,0,5,1,3,4.0,3.75,0,True,False,False,False,False,False,False,False,False
0,3.92,4.89,1,1,3,0,1,3,0,3,0,2,3.75,3.75,0,True,False,False,False,False,False,False,False,False
1,4.5,5.0,2,1,3,0,1,3,0,3,0,2,3.75,3.75,0,True,False,False,False,False,False,False,False,False
0,4.0,4.83,3,0,4,0,1,3,0,4,0,2,3.75,3.75,0,True,False,False,False,False,False,False,False,False
0,4.17,4.83,1,1,4,0,1,3,0,3,0,2,3.75,3.75,0,True,False,False,False,False,False,False,False,False
1,4.25,4.72,3,1,3,0,1,3,0,5,1,2,3.75,3.75,0,True,False,False,False,False,False,False,False,False
0,3.5,5.0,1,1,3,0,1,3,0,3,0,2,3.75,3.75,0,True,False,False,False,False,False,False,False,False
1,4.25,5.0,3,1,5,0,1,3,1,2,0,2,3.75,3.75,0,True,False,False,False,False,False,False,False,False
0,3.92,5.0,1,1,5,0,1,3,0,3,0,2,3.75,3.75,0,True,False,False,False,False,False,False,False,False
0,5.0,5.0,2,1,2,1,1,3,0,4,0,4,3.66,3.76,1,True,False,False,False,False,False,False,False,False
1,4.58,5.0,2,0,4,1,1,3,0,4,0,10,3.89,3.78,1,True,False,False,False,False,False,False,False,False
0,5.0,5.0,2,1,5,1,0,3,0,3,1,10,3.88,3.78,1,True,False,False,False,False,False,False,False,False
1,4.25,5.0,3,0,2,1,0,3,0,3,1,5,3.88,3.78,1,True,False,False,False,False,False,False,False,False
1,4.75,5.0,1,0,4,0,2,3,1,3,1,10,3.75,3.8,0,True,False,False,False,False,False,False,False,False
1,5.0,5.0,1,1,5,0,2,3,0,4,0,4,3.9,3.8,0,True,False,False,False,False,False,False,False,False
1,3.83,4.69,2,0,5,0,1,3,0,4,0,10,3.9,3.8,0,True,False,False,False,False,False,False,False,False
1,4.5,4.61,3,1,5,0,0,3,0,3,1,6,3.93,3.8,0,True,False,False,False,False,False,False,False,False
0,4.42,4.77,0,0,3,0,0,3,0,3,1,3,3.92,3.8,0,True,False,False,False,False,False,False,False,False
0,4.08,5.0,1,0,4,2,2,3,0,5,1,2,3.81,3.81,1,True,False,False,False,False,False,False,False,False
0,4.08,4.82,1,1,5,2,2,3,0,5,1,2,3.81,3.81,1,True,False,False,False,False,False,False,False,False
0,4.5,4.95,2,1,5,2,2,3,0,5,1,2,3.81,3.81,1,True,False,False,False,False,False,False,False,False
1,5.0,5.0,1,0,5,2,2,3,0,5,1,2,3.81,3.81,1,True,False,False,False,False,False,False,False,False
1,4.17,4.95,1,1,5,2,2,3,0,5,1,2,3.81,3.81,1,True,False,False,False,False,False,False,False,False
0,4.17,5.0,1,1,5,2,2,3,0,5,1,2,3.81,3.81,1,True,False,False,False,False,False,False,False,False
0,4.33,4.59,3,1,5,2,2,3,0,5,1,2,3.81,3.81,1,True,False,False,False,False,False,False,False,False
1,3.83,5.0,1,1,4,2,2,3,0,5,1,2,3.81,3.81,1,True,False,False,False,False,False,False,False,False
1,4.42,4.68,3,0,3,0,0,3,0,3,1,2,3.84,3.84,0,True,False,False,False,False,False,False,False,False
1,4.83,4.89,1,1,3,1,0,3,0,4,0,5,3.67,3.87,1,True,False,False,False,False,False,False,False,False
0,5.0,4.61,1,0,1,1,1,3,0,3,0,2,3.88,3.88,1,True,False,False,False,False,False,False,False,False
0,4.08,5.0,0,1,5,1,0,3,0,3,1,2,3.88,3.88,1,True,False,False,False,False,False,False,False,False
1,4.5,4.89,3,0,3,1,0,3,0,3,1,2,3.88,3.88,1,True,False,False,False,False,False,False,False,False
0,5.0,5.0,1,1,2,1,0,3,0,3,1,2,3.88,3.88,1,True,False,False,False,False,False,False,False,False
1,4.42,5.0,3,1,3,1,0,3,1,5,0,2,3.88,3.88,1,True,False,False,False,False,False,False,False,False
1,4.25,5.0,0,0,5,1,0,3,0,3,1,2,3.88,3.88,1,True,False,False,False,False,False,False,False,False
1,5.0,5.0,1,1,5,1,0,3,0,3,1,2,3.88,3.88,1,True,False,False,False,False,False,False,False,False
1,5.0,5.0,1,0,4,1,1,3,0,4,1,2,3.89,3.89,1,True,False,False,False,False,False,False,False,False
0,5.0,5.0,0,0,1,2,1,3,0,1,0,2,3.91,3.91,1,True,False,False,False,False,False,False,False,False
0,5.0,5.0,3,0,3,0,0,3,0,3,1,2,3.93,3.93,0,True,False,False,False,False,False,False,False,False
0,4.17,5.0,3,1,4,1,0,3,0,3,1,10,3.94,3.94,1,True,False,False,False,False,False,False,False,False
0,5.0,5.0,2,1,5,1,0,3,0,3,1,10,3.97,3.94,1,True,False,False,False,False,False,False,False,False
1,4.75,5.0,1,1,5,1,0,3,0,3,1,10,3.94,3.94,1,True,False,False,False,False,False,False,False,False
1,5.0,5.0,1,0,5,1,0,3,1,5,0,6,3.98,3.94,1,True,False,False,False,False,False,False,False,False
0,4.3,5.0,2,0,5,1,0,3,0,3,1,6,3.94,3.94,1,True,False,False,False,False,False,False,False,False
1,3.81,4.39,2,0,3,1,0,3,0,3,1,2,3.94,3.94,1,True,False,False,False,False,False,False,False,False
1,4.0,4.39,3,0,2,1,0,3,0,3,1,2,3.94,3.94,1,True,False,False,False,False,False,False,False,False
0,4.42,5.0,3,1,3,1,0,3,0,3,1,2,3.94,3.94,1,True,False,False,False,False,False,False,False,False
1,4.17,4.82,1,0,2,1,0,3,0,3,1,2,3.94,3.94,1,True,False,False,False,False,False,False,False,False
1,3.75,4.78,2,1,2,1,0,3,0,3,1,2,3.94,3.94,1,True,False,False,False,False,False,False,False,False
1,4.42,4.95,2,0,2,1,0,3,0,3,1,2,3.94,3.94,1,True,False,False,False,False,False,False,False,False
0,5.0,5.0,3,0,5,1,0,3,0,3,1,2,3.94,3.94,1,True,False,False,False,False,False,False,False,False
0,4.0,4.68,1,1,5,1,0,3,0,3,1,2,3.94,3.94,1,True,False,False,False,False,False,False,False,False
1,4.5,4.75,2,0,1,2,0,3,0,4,0,8,4.0,3.95,1,True,False,False,False,False,False,False,False,False
1,5.0,5.0,1,1,4,1,1,3,0,4,1,4,4.0,3.96,1,True,False,False,False,False,False,False,False,False
1,4.58,5.0,1,1,5,0,2,3,0,3,0,11,4.0,3.98,0,True,False,False,False,False,False,False,False,False
1,5.0,5.0,2,1,5,0,2,2,0,4,1,4,4.0,4.0,0,True,False,False,False,False,False,False,False,False
0,5.0,5.0,3,1,3,1,2,3,0,4,0,3,4.0,4.0,1,True,False,False,False,False,False,False,False,False
1,5.0,5.0,0,0,4,0,2,3,0,5,0,2,4.0,4.0,0,True,False,False,False,False,False,False,False,False
1,5.0,5.0,0,0,5,0,2,3,0,3,0,2,4.0,4.0,0,True,False,False,False,False,False,False,False,False
1,5.0,5.0,0,1,3,1,1,3,0,3,0,2,4.0,4.0,1,True,False,False,False,False,False,False,False,False
1,4.58,5.0,3,1,5,0,2,3,0,5,1,2,4.0,4.0,0,True,False,False,False,False,False,False,False,False
0,4.92,5.0,3,1,3,0,2,3,0,5,1,2,4.0,4.0,0,True,False,False,False,False,False,False,False,False
1,4.33,5.0,1,0,3,0,2,3,0,5,1,2,4.0,4.0,0,True,False,False,False,False,False,False,False,False
1,5.0,5.0,1,1,3,0,2,3,0,5,1,2,4.0,4.0,0,True,False,False,False,False,False,False,False,False
0,5.0,5.0,1,0,3,0,2,3,0,5,1,2,4.0,4.0,0,True,False,False,False,False,False,False,False,False
0,5.0,5.0,1,1,5,0,2,3,0,5,1,2,4.0,4.0,0,True,False,False,False,False,False,False,False,False
0,4.17,5.0,2,0,4,0,2,3,0,5,1,2,4.0,4.0,0,True,False,False,False,False,False,False,False,False
1,4.17,5.0,1,0,3,0,2,3,0,3,1,11,3.14,3.7,0,False,True,False,False,False,False,False,False,False
1,4.75,4.83,0,0,2,0,2,2,0,2,1,4,3.66,3.74,0,False,True,False,False,False,False,False,False,False
1,4.9,5.0,3,1,4,1,1,3,0,4,1,10,3.8,3.75,1,False,True,False,False,False,False,False,False,False
1,5.0,4.83,1,0,2,0,0,3,0,3,1,2,4.0,4.0,0,False,True,False,False,False,False,False,False,False
1,3.42,4.33,1,1,4,1,1,3,1,2,1,7,3.83,2.97,1,False,False,True,False,False,False,False,False,False
0,3.5,4.2,2,1,2,2,2,2,0,2,1,6,3.25,3.15,1,False,False,False,True,False,False,False,False,False
1,4.33,4.39,1,0,4,1,1,3,0,4,0,4,3.25,3.32,1,False,False,False,True,False,False,False,False,False
0,4.5,4.0,2,1,2,1,0,2,0,3,1,7,3.33,3.33,1,False,False,False,True,False,False,False,False,False
1,3.58,4.88,1,0,3,0,1,2,0,4,1,11,3.35,3.45,0,False,False,False,True,False,False,False,False,False
0,5.0,5.0,1,0,1,2,1,3,0,3,1,5,3.43,3.47,1,False,False,False,True,False,False,False,False,False
0,5.0,5.0,0,0,1,0,2,3,0,5,0,3,3.55,3.47,0,False,False,False,True,False,False,False,False,False
0,5.0,5.0,0,1,1,0,1,3,0,3,0,3,3.58,3.56,0,False,False,False,True,False,False,False,False,False
1,4.25,4.41,2,0,4,1,0,3,0,4,1,12,3.66,3.6,1,False,False,False,True,False,False,False,False,False
0,4.25,5.0,1,0,3,0,1,3,0,4,1,10,3.75,3.68,0,False,False,False,True,False,False,False,False,False
0,4.25,5.0,1,1,4,1,1,3,0,4,0,10,3.85,3.74,1,False,False,False,True,False,False,False,False,False
0,4.25,4.68,3,1,5,2,2,3,0,5,1,3,3.71,3.75,1,False,False,False,True,False,False,False,False,False
1,5.0,5.0,1,1,2,0,0,3,0,4,1,4,3.93,3.8,0,False,False,False,True,False,False,False,False,False
0,4.58,5.0,1,0,5,1,2,3,0,5,1,3,3.83,3.83,1,False,False,False,True,False,False,False,False,False
1,5.0,5.0,1,0,2,1,2,3,0,3,1,4,4.0,3.93,1,False,False,False,True,False,False,False,False,False
1,3.27,4.82,2,1,2,0,1,1,0,3,1,2,2.25,2.25,0,False,False,False,False,True,False,False,False,False
0,4.67,4.56,2,1,3,1,2,2,0,4,0,2,2.5,2.5,1,False,False,False,False,True,False,False,False,False
1,3.83,3.0,0,0,2,1,2,3,0,3,1,3,3.17,3.0,1,False,False,False,False,True,False,False,False,False
1,4.42,3.94,1,0,5,1,2,3,0,5,0,2,3.09,3.09,1,False,False,False,False,True,False,False,False,False
0,4.5,4.28,1,0,2,1,0,3,0,2,1,2,3.17,3.17,1,False,False,False,False,True,False,False,False,False
0,3.08,3.33,1,0,3,1,2,2,0,3,0,3,2.17,3.5,1,False,False,False,False,True,False,False,False,False
1,4.53,3.91,0,0,5,0,0,3,0,2,1,3,3.83,3.5,0,False,False,False,False,True,False,False,False,False
0,4.5,4.34,3,0,3,2,0,3,0,5,1,2,3.5,3.5,1,False,False,False,False,True,False,False,False,False
1,4.0,4.0,2,1,3,1,2,3,0,3,1,12,3.56,3.6,1,False,False,False,False,True,False,False,False,False
0,2.85,3.64,0,1,4,1,2,3,1,3,1,6,3.5,3.67,1,False,False,False,False,True,False,False,False,False
1,4.0,4.33,2,1,3,1,0,3,0,3,1,11,3.88,3.78,1,False,False,False,False,True,False,False,False,False
1,3.17,3.17,1,1,3,0,2,3,0,3,1,3,3.83,3.8,0,False,False,False,False,True,False,False,False,False
0,4.42,4.72,1,1,4,0,1,3,0,3,1,12,4.0,4.0,0,False,False,False,False,True,False,False,False,False
0,5.0,5.0,0,0,1,2,1,3,0,4,1,2,3.69,3.69,1,False,False,False,False,False,True,False,False,False
0,3.58,4.86,1,0,1,0,1,2,0,1,1,4,3.9,3.79,0,False,False,False,False,False,True,False,False,False
0,3.5,4.0,2,1,2,2,2,3,1,5,0,10,3.15,2.85,1,False,False,False,False,False,False,True,False,False
1,5.0,4.94,3,1,5,0,1,0,0,4,1,2,3.31,3.31,0,False,False,False,False,False,False,True,False,False
1,5.0,4.68,0,1,5,2,2,3,0,5,1,5,3.56,3.56,1,False,False,False,False,False,False,True,False,False
0,4.25,3.72,1,0,1,0,2,3,1,1,1,2,3.68,3.68,0,False,False,False,False,False,False,True,False,False
0,5.0,4.89,3,0,2,1,1,3,0,2,1,3,3.88,3.88,1,False,False,False,False,False,False,True,False,False
1,5.0,4.78,1,0,1,1,0,3,0,1,1,2,3.94,3.94,1,False,False,False,False,False,False,True,False,False
1,3.5,4.0,1,0,2,2,1,1,1,2,1,7,3.25,3.1,1,False,False,False,False,False,False,False,True,False
1,4.5,4.0,2,1,4,1,1,2,0,3,1,9,3.5,3.67,1,False,False,False,False,False,False,False,True,False
0,4.56,3.67,1,1,3,0,1,1,0,2,0,2,3.56,3.56,0,False,False,False,False,False,False,False,False,True
1,4.23,4.5,0,0,3,2,1,3,0,3,1,10,3.61,3.75,1,False,False,False,False,False,False,False,False,True
0,3.83,5.0,1,0,3,2,1,3,0,4,1,12,4.0,3.86,1,False,False,False,False,False,False,False,False,True
